0,58,0
1,60,6
2,57,13
3,55,16
4,56,20
5,60,23
6,58,30
7,57,38
8,66,46
9,61,50
10,65,55
11,61,63
12,55,67
13,64,73
14,63,85
15,65,93
16,60,99
17,62,104
18,59,110
19,61,116
20,55,119
21,61,123
22,60,131
23,64,133
24,59,136
25,59,140
26,60,146
27,54,150
28,60,158
29,60,162
30,65,166
31,59,175
32,61,178
33,64,184
34,59,188
35,59,192
36,59,195
37,62,200
38,61,203
39,63,206
40,59,208
41,53,210
42,59,215
43,62,220
44,58,225
45,61,227
46,63,233
47,70,236
48,62,245
49,62,250
50,60,256
51,60,260
52,56,265
53,58,274
54,59,277
55,59,283
56,64,289
57,57,295
58,60,300
59,54,306
60,58,308
61,65,317
62,60,320
63,65,325
64,54,329
65,61,334
66,62,342
67,60,347
68,59,352
69,60,360
70,61,362
71,63,363
72,64,369
73,59,378
74,59,382
75,60,384
76,62,390
77,62,394
78,61,403
79,55,413
80,61,418
81,58,425
82,67,428
83,57,434
84,64,439
85,65,442
86,61,447
87,59,452
88,59,455
89,64,458
90,63,462
91,64,467
92,59,474
93,55,478
94,58,483
95,57,489
96,67,493
97,61,497
98,62,506
99,63,516
100,64,521
101,57,526
102,64,530
103,62,534
104,62,537
105,58,538
106,65,543
107,59,548
108,61,557
109,66,561
110,64,572
111,59,582
112,64,587
113,63,592
114,61,595
115,59,601
116,60,604
117,66,610
118,60,612
119,63,614
120,58,620
121,57,625
122,55,627
123,60,634
124,61,637
125,59,641
126,62,646
127,60,652
128,66,657
129,62,658
130,61,664
131,65,672
132,66,679
133,59,682
134,64,688
135,60,697
136,59,707
137,60,713
138,60,717
139,64,725
140,62,727
141,62,730
142,61,733
143,59,735
144,59,741
145,55,750
146,57,758
147,63,761
148,60,766
149,58,770
150,57,776
151,65,778
152,58,783
153,62,789
154,60,793
155,66,795
156,57,797
157,60,802
158,64,805
159,59,811
160,56,816
161,56,824
162,62,829
163,61,832
164,64,839
165,61,843
166,62,848
167,63,852
168,56,855
169,53,865
170,62,872
171,59,874
172,62,879
173,61,883
174,57,887
175,65,892
176,60,899
177,66,903
178,67,907
179,59,914
180,57,921
181,62,927
182,62,932
183,63,938
184,68,943
185,68,947
186,55,954
187,62,960
188,62,966
189,58,973
190,64,980
191,64,986
192,58,991
193,60,995
194,64,1001
195,60,1008
196,63,1011
197,61,1013
198,62,1019
199,55,1028
200,55,1030
201,64,1035
202,59,1042
203,53,1044
204,59,1048
205,59,1052
206,56,1053
207,62,1055
208,61,1063
209,61,1067
210,60,1069
211,61,1073
212,62,1077
213,62,1079
214,60,1082
215,58,1087
216,63,1090
217,63,1092
218,62,1103
219,60,1105
220,55,1111
221,56,1114
222,59,1116
223,62,1124
224,53,1127
225,62,1136
226,59,1140
227,55,1144
228,60,1151
229,64,1157
230,60,1161
231,57,1165
232,64,1172
233,69,1181
234,61,1184
235,57,1189
236,57,1192
237,59,1197
238,61,1205
239,61,1215
240,60,1218
241,61,1222
242,59,1224
243,63,1234
244,60,1241
245,60,1249
246,59,1253
247,62,1257
248,60,1261
249,61,1267
250,63,1274
251,62,1278
252,63,1282
253,58,1283
254,60,1293
255,63,1296
256,63,1298
257,63,1305
258,60,1312
259,64,1319
260,61,1326
261,52,1332
262,64,1335
263,59,1340
264,59,1344
265,54,1355
266,56,1359
267,64,1366
268,61,1371
269,59,1374
270,59,1380
271,58,1387
272,66,1390
273,59,1393
274,63,1401
275,58,1405
276,60,1416
277,59,1418
278,65,1425
279,64,1428
280,57,1434
281,61,1439
282,65,1444
283,60,1454
284,57,1462
285,56,1467
286,60,1471
287,61,1475
288,61,1481
289,61,1490
290,60,1497
291,55,1504
292,59,1511
293,63,1518
294,62,1525
295,63,1529
296,62,1536
297,61,1544
298,59,1546
299,60,1552
300,65,1560
301,60,1568
302,60,1571
303,67,1579
304,58,1586
305,64,1591
306,56,1594
307,59,1597
308,56,1605
309,60,1608
310,59,1613
311,65,1619
312,65,1625
313,58,1628
314,62,1632
315,62,1634
316,60,1636
317,55,1642
318,62,1651
319,64,1657
320,61,1664
321,55,1670
322,58,1675
323,65,1678
324,64,1679
325,65,1689
326,62,1691
327,62,1694
328,56,1700
329,65,1708
330,62,1718
331,62,1722
332,62,1729
333,62,1737
334,64,1740
335,61,1749
336,60,1757
337,63,1762
338,63,1769
339,63,1772
340,59,1775
341,61,1781
342,63,1783
343,61,1787
344,63,1791
345,60,1793
346,58,1796
347,58,1801
348,56,1808
349,61,1815
350,63,1817
351,60,1823
352,64,1826
353,58,1832
354,59,1838
355,66,1843
356,61,1846
357,65,1847
358,65,1850
359,64,1853
