0,20,0
1,21,7
2,22,10
3,22,12
4,21,16
5,16,18
6,18,23
7,19,30
8,18,35
9,20,41
10,24,47
11,22,52
12,25,58
13,25,64
14,16,71
15,20,76
16,12,81
17,19,84
18,23,91
19,24,93
20,21,102
21,22,108
22,21,111
23,20,115
24,20,122
25,22,129
26,24,129
27,21,134
28,22,140
29,18,141
30,19,144
31,21,149
32,17,157
33,20,157
34,21,167
35,20,168
36,15,175
37,19,181
38,18,190
39,23,195
40,20,200
41,19,205
42,21,210
43,14,212
44,23,221
45,22,225
46,23,230
47,25,236
48,18,240
49,24,244
50,19,248
51,20,256
52,23,261
53,22,266
54,21,273
55,22,278
56,17,281
57,23,283
58,21,289
59,19,292
60,25,296
61,16,300
62,24,303
63,11,306
64,22,311
65,21,315
66,19,317
67,19,325
68,23,330
69,21,336
70,23,344
71,19,352
72,19,355
73,21,356
74,17,358
75,21,361
76,18,368
77,26,375
78,20,380
79,18,386
80,21,391
81,15,391
82,21,402
83,19,408
84,18,409
85,24,413
86,22,416
87,21,423
88,19,427
89,17,432
90,19,436
91,23,443
92,18,445
93,23,450
94,21,455
95,19,463
96,23,471
97,22,480
98,21,486
99,18,497
100,20,509
101,20,512
102,19,516
103,19,522
104,23,526
105,20,532
106,18,535
107,18,535
108,22,540
109,21,547
110,18,552
111,20,555
112,18,559
113,19,564
114,19,566
115,22,573
116,20,576
117,18,579
118,19,583
119,23,592
120,22,598
121,24,605
122,22,611
123,19,613
124,19,618
125,22,622
126,24,625
127,22,628
128,21,632
129,23,635
130,18,641
131,16,647
132,21,654
133,25,657
134,24,663
135,19,665
136,21,668
137,17,676
138,17,683
139,26,688
140,25,692
141,20,697
142,20,705
143,21,711
144,23,717
145,26,722
146,21,727
147,14,734
148,19,738
149,18,743
150,15,747
151,25,754
152,20,760
153,20,760
154,19,762
155,21,766
156,20,775
157,21,783
158,22,788
159,22,791
160,20,802
161,21,806
162,17,815
163,23,819
164,15,824
165,15,832
166,13,837
167,21,839
168,18,848
169,18,852
170,26,861
171,17,865
172,22,868
173,14,875
174,22,881
175,18,888
176,22,896
177,17,900
178,19,906
179,18,909
180,24,913
181,19,917
182,26,922
183,20,927
184,16,937
185,19,941
186,23,948
187,14,953
188,19,959
189,19,962
190,28,967
191,27,974
192,19,980
193,22,985
194,23,989
195,19,996
196,22,1003
197,19,1008
198,20,1017
199,16,1022
200,20,1025
201,28,1030
202,18,1037
203,20,1042
204,19,1046
205,21,1053
206,20,1057
207,15,1063
208,20,1069
209,19,1077
210,19,1081
211,24,1086
212,25,1091
213,17,1097
214,16,1099
215,17,1109
216,16,1111
217,18,1113
218,22,1123
219,18,1131
220,15,1138
221,19,1143
222,25,1151
223,20,1152
224,21,1157
225,24,1165
226,19,1173
227,23,1179
228,24,1184
229,19,1189
230,16,1196
231,23,1202
232,13,1211
233,21,1219
234,25,1225
235,21,1228
236,19,1233
237,21,1235
238,20,1236
239,21,1242
240,26,1249
241,23,1255
242,19,1263
243,23,1264
244,15,1274
245,24,1279
246,21,1281
247,17,1288
248,20,1290
249,18,1299
250,19,1306
251,26,1309
252,17,1316
253,19,1319
254,24,1322
255,21,1331
256,20,1338
257,24,1344
258,19,1348
259,22,1356
260,23,1362
261,18,1369
262,26,1373
263,22,1377
264,22,1382
265,17,1390
266,22,1398
267,25,1406
268,20,1410
269,21,1418
270,23,1425
271,23,1430
272,17,1433
273,16,1437
274,22,1441
275,20,1446
276,23,1449
277,25,1450
278,22,1459
279,20,1463
280,22,1467
281,21,1470
282,25,1471
283,22,1477
284,17,1480
285,24,1485
286,24,1496
287,14,1501
288,21,1503
289,20,1507
290,19,1514
291,22,1517
292,18,1523
293,20,1527
294,25,1536
295,23,1544
296,24,1550
297,28,1556
298,18,1557
299,17,1560
300,20,1564
301,22,1568
302,19,1575
303,18,1577
304,19,1584
305,17,1589
306,19,1595
307,22,1603
308,18,1607
309,20,1613
310,25,1620
311,21,1624
312,22,1632
313,24,1634
314,17,1639
315,24,1643
316,22,1648
317,19,1653
318,26,1655
319,25,1657
320,21,1660
321,19,1662
322,18,1668
323,24,1674
324,23,1680
325,25,1685
326,22,1689
327,17,1695
328,23,1700
329,21,1706
330,15,1711
331,23,1716
332,19,1720
333,20,1724
334,17,1726
335,19,1731
336,24,1737
337,25,1744
338,23,1753
339,20,1757
340,20,1764
341,16,1773
342,29,1777
343,19,1782
344,19,1788
345,25,1795
346,19,1799
347,20,1804
348,23,1806
349,24,1811
350,20,1815
351,19,1819
352,22,1820
353,17,1822
354,18,1826
355,21,1830
356,20,1834
357,18,1837
358,20,1844
359,20,1846
360,25,1850
361,22,1856
362,20,1859
363,21,1865
364,17,1872
365,19,1877
366,19,1882
367,21,1891
368,21,1899
369,14,1906
370,21,1912
371,18,1915
372,23,1919
373,17,1923
374,20,1928
375,17,1933
376,24,1938
377,19,1942
378,21,1948
379,19,1952
380,20,1954
381,16,1961
382,22,1967
383,20,1975
384,22,1977
385,20,1982
386,25,1988
387,20,1991
388,22,1995
389,18,2000
390,19,2006
391,22,2013
392,18,2020
393,22,2028
394,27,2034
395,20,2037
396,19,2043
397,20,2047
398,20,2055
399,27,2056
400,21,2062
401,17,2067
402,21,2076
403,21,2081
404,26,2087
405,19,2095
406,19,2097
407,20,2106
408,28,2108
409,20,2112
410,16,2118
411,19,2121
412,22,2122
413,22,2129
414,28,2133
415,20,2139
416,12,2144
417,23,2155
418,21,2159
419,18,2160
420,19,2170
421,26,2177
422,17,2180
423,24,2183
424,18,2188
425,18,2190
426,24,2197
427,19,2204
428,27,2207
429,22,2213
430,18,2220
431,24,2226
432,25,2231
433,24,2234
434,19,2238
435,21,2239
436,19,2247
437,20,2251
438,23,2253
439,18,2260
440,16,2266
441,18,2271
442,17,2281
443,20,2282
444,14,2283
445,17,2288
446,21,2289
447,21,2301
448,19,2306
449,22,2310
450,21,2314
451,18,2325
452,19,2332
453,22,2335
454,20,2337
455,22,2341
456,17,2344
457,26,2351
458,16,2359
459,27,2366
460,20,2368
461,26,2374
462,26,2376
463,19,2380
464,27,2388
465,20,2391
466,19,2398
467,18,2403
468,19,2414
469,24,2418
470,19,2422
471,24,2427
472,21,2429
473,21,2437
474,22,2441
475,22,2445
476,18,2450
477,24,2457
478,27,2459
479,18,2464
480,24,2472
481,25,2474
482,20,2479
483,17,2485
484,21,2487
485,22,2492
486,16,2500
487,21,2502
488,16,2508
489,21,2517
490,20,2520
491,20,2526
492,22,2528
493,21,2534
494,17,2537
495,22,2541
496,18,2545
497,22,2551
498,24,2553
499,23,2557
500,24,2564
501,18,2572
502,21,2578
503,18,2581
504,21,2583
505,18,2589
506,21,2591
507,16,2593
508,25,2598
509,20,2601
510,19,2608
511,18,2615
512,24,2619
513,23,2623
514,26,2624
515,23,2630
516,24,2636
517,22,2638
518,21,2642
519,23,2645
520,22,2651
521,23,2660
522,17,2665
523,23,2669
524,18,2677
525,22,2684
526,20,2690
527,16,2692
528,19,2695
529,21,2701
530,18,2702
531,17,2706
532,13,2711
533,22,2717
534,18,2720
535,20,2722
536,22,2724
537,18,2727
538,18,2731
539,20,2738
540,17,2744
541,19,2748
542,22,2752
543,18,2757
544,19,2763
545,23,2774
546,24,2779
547,22,2782
548,16,2786
549,25,2789
550,21,2794
551,20,2797
552,18,2804
553,23,2808
554,25,2815
555,14,2816
556,25,2818
557,23,2821
558,16,2827
559,20,2832
560,22,2836
561,20,2841
562,17,2848
563,18,2856
564,19,2863
565,22,2866
566,22,2870
567,16,2877
568,21,2883
569,20,2885
570,22,2891
571,23,2899
572,20,2905
573,21,2910
574,20,2916
575,21,2920
576,19,2924
577,24,2931
578,24,2936
579,20,2944
580,24,2949
581,20,2953
582,19,2958
583,17,2961
584,17,2970
585,23,2972
586,14,2981
587,23,2985
588,21,2990
589,20,2996
590,26,3000
591,18,3004
592,21,3007
593,21,3007
594,23,3010
595,17,3011
596,23,3014
597,23,3018
598,18,3022
599,21,3026
600,18,3031
601,20,3033
602,19,3036
603,17,3044
604,19,3053
605,23,3060
606,18,3061
607,26,3064
608,16,3071
609,19,3075
610,20,3079
611,23,3085
612,19,3090
613,19,3100
614,19,3109
615,21,3114
616,13,3115
617,22,3118
618,22,3122
619,20,3128
620,21,3132
621,22,3136
622,21,3144
623,21,3150
624,21,3155
625,20,3159
626,23,3164
627,22,3168
628,16,3175
629,25,3176
630,18,3185
631,20,3189
632,15,3198
633,20,3202
634,21,3209
635,17,3211
636,27,3218
637,18,3221
638,20,3226
639,27,3227
640,24,3230
641,17,3238
642,19,3243
643,18,3246
644,21,3252
645,19,3254
646,23,3257
647,17,3265
648,12,3267
649,20,3274
650,25,3279
651,22,3283
652,27,3287
653,21,3293
654,18,3299
655,17,3304
656,20,3306
657,19,3309
658,24,3314
659,19,3319
660,26,3319
661,17,3324
662,22,3328
663,26,3335
664,19,3342
665,21,3345
666,20,3350
667,17,3357
668,21,3361
669,21,3362
670,22,3371
671,25,3377
672,16,3380
673,25,3385
674,19,3389
675,21,3392
676,21,3396
677,21,3403
678,23,3404
679,22,3407
680,25,3411
681,22,3415
682,21,3418
683,20,3424
684,19,3427
685,20,3431
686,18,3436
687,17,3437
688,26,3442
689,19,3445
690,19,3448
691,21,3452
692,26,3459
693,23,3466
694,20,3474
695,22,3478
696,17,3482
697,24,3488
698,19,3491
699,17,3498
700,21,3499
701,21,3500
702,24,3502
703,25,3505
704,19,3512
705,19,3517
706,20,3519
707,24,3525
708,25,3531
709,27,3532
710,21,3534
711,21,3544
712,16,3547
713,19,3550
714,20,3554
715,21,3559
716,23,3568
717,23,3572
718,17,3582
719,23,3589
720,18,3595
721,23,3599
722,20,3601
723,23,3608
724,15,3618
725,19,3625
726,25,3629
727,21,3639
728,21,3642
729,18,3645
730,22,3647
731,21,3658
732,18,3663
733,22,3670
734,24,3673
735,16,3678
736,19,3685
737,21,3695
738,21,3700
739,24,3706
740,23,3710
741,21,3715
742,24,3720
743,15,3729
744,25,3735
745,27,3741
746,17,3745
747,20,3750
748,18,3752
749,23,3755
750,22,3757
751,23,3765
752,26,3774
753,20,3779
754,15,3782
755,23,3789
756,12,3792
757,19,3795
758,25,3803
759,22,3805
760,19,3810
761,20,3817
762,21,3822
763,20,3824
764,17,3825
765,20,3830
766,21,3838
767,19,3846
768,17,3852
769,24,3861
770,18,3870
771,25,3875
772,23,3883
773,25,3888
774,24,3892
775,19,3894
776,18,3896
777,17,3901
778,24,3906
779,22,3913
780,22,3918
781,28,3923
782,19,3930
783,21,3935
784,17,3937
785,15,3942
786,19,3943
787,23,3948
788,22,3949
789,18,3957
790,16,3960
791,24,3964
792,25,3967
793,19,3970
794,21,3974
795,19,3980
796,22,3983
797,15,3988
798,24,3993
799,23,3998
800,17,4004
801,19,4006
802,17,4009
803,21,4014
804,22,4017
805,19,4023
806,22,4031
807,13,4036
808,20,4043
809,14,4048
810,21,4052
811,19,4059
812,19,4065
813,21,4070
814,19,4076
815,21,4082
816,20,4086
817,19,4089
818,20,4096
819,24,4102
820,19,4108
821,18,4111
822,22,4117
823,13,4122
824,22,4127
825,21,4133
826,18,4138
827,18,4142
828,22,4144
829,19,4148
830,26,4152
831,17,4159
832,24,4160
833,24,4169
834,18,4174
835,19,4179
836,24,4187
837,16,4193
838,23,4202
839,22,4206
840,21,4210
841,17,4219
842,15,4224
843,19,4227
844,19,4235
845,23,4240
846,23,4244
847,20,4248
848,9,4256
849,18,4259
850,21,4265
851,20,4266
852,17,4267
853,21,4269
854,23,4269
855,18,4274
856,16,4282
857,19,4285
858,14,4289
859,19,4292
860,17,4298
861,24,4300
862,26,4306
863,19,4310
864,19,4313
865,26,4326
866,24,4327
867,23,4333
868,25,4336
869,24,4341
870,25,4344
871,19,4347
872,22,4352
873,15,4353
874,16,4359
875,17,4363
876,25,4368
877,25,4370
878,22,4377
879,23,4381
880,18,4385
881,16,4390
882,24,4395
883,17,4398
884,23,4407
885,18,4409
886,22,4413
887,22,4420
888,15,4424
889,24,4429
890,26,4433
891,23,4439
892,18,4442
893,19,4446
894,22,4450
895,21,4454
896,19,4460
897,22,4466
898,16,4474
899,20,4482
900,17,4484
901,20,4491
902,15,4494
903,24,4497
904,19,4501
905,22,4510
906,19,4516
907,20,4521
908,18,4525
909,16,4529
910,16,4535
911,18,4539
912,21,4542
913,21,4543
914,21,4545
915,25,4548
916,22,4551
917,23,4559
918,20,4561
919,18,4567
920,26,4572
921,20,4578
922,23,4582
923,15,4587
924,25,4594
925,24,4601
926,23,4605
927,18,4609
928,25,4613
929,23,4619
930,19,4624
931,17,4627
932,25,4631
933,15,4636
934,16,4637
935,22,4637
936,21,4641
937,23,4646
938,27,4648
939,18,4652
940,19,4657
941,26,4665
942,23,4674
943,17,4685
944,23,4688
945,20,4693
946,22,4699
947,24,4706
948,18,4715
949,20,4718
950,21,4721
951,24,4724
952,14,4730
953,19,4737
954,25,4738
955,16,4744
956,21,4749
957,17,4757
958,21,4761
959,23,4767
960,17,4772
961,22,4777
962,17,4784
963,21,4787
964,23,4792
965,15,4795
966,22,4799
967,22,4805
968,17,4812
969,23,4819
970,25,4822
971,23,4828
972,20,4833
973,19,4837
974,21,4851
975,18,4855
976,20,4863
977,17,4867
978,22,4872
979,25,4876
980,22,4881
981,17,4884
982,22,4888
983,18,4895
984,20,4899
985,23,4900
986,19,4904
987,22,4909
988,25,4913
989,19,4919
990,22,4921
991,17,4926
992,24,4931
993,20,4943
994,14,4946
995,21,4957
996,19,4960
997,20,4963
998,22,4968
999,20,4973
